Red,Yellow,Green,TimeActive,Time
0,0,1,5,4:48:46
0,1,0,9,4:48:55
1,0,0,4,4:48:59
0,1,0,8,4:49:07
0,0,1,7,4:49:14
0,1,0,4,4:49:18
1,0,0,3,4:49:21
0,1,0,4,4:49:25
0,0,1,7,4:49:32
0,1,0,8,4:49:40
1,0,0,8,4:49:48
0,1,0,5,4:49:53
0,0,1,4,4:49:57
0,1,0,8,4:50:05
1,1,0,5,4:50:10
0,1,0,7,4:50:17
0,0,1,9,4:50:26
0,1,0,5,4:50:31
1,0,0,9,4:50:40
0,1,0,6,4:50:46
0,0,1,4,4:50:50
0,1,0,1,4:50:51
1,0,0,1,4:50:52
0,1,0,8,4:51:00
0,0,1,6,4:51:06
1,1,0,7,4:51:13
1,0,0,7,4:51:20
0,1,0,6,4:51:26
0,0,1,9,4:51:35
0,1,0,4,4:51:39
1,0,0,6,4:51:45
0,1,0,1,4:51:46
0,0,1,6,4:51:52
0,1,0,4,4:51:56
1,0,0,1,4:51:57
0,1,0,1,4:51:58
0,0,1,6,4:52:04
0,1,0,6,4:52:10
1,0,0,8,4:52:18
0,1,0,2,4:52:20
0,0,1,5,4:52:25
0,1,0,1,4:52:26
1,0,0,8,4:52:34
0,1,0,2,4:52:36
0,0,1,2,4:52:38
0,1,0,4,4:52:42
1,0,0,4,4:52:46
0,1,0,2,4:52:48
0,0,1,6,4:52:54
0,1,0,1,4:52:55
1,0,0,3,4:52:58
0,1,0,9,4:53:07
0,0,1,2,4:53:09
0,1,0,8,4:53:17
1,0,0,7,4:53:24
0,1,0,6,4:53:30
0,0,1,7,4:53:37
0,1,1,3,4:53:40
1,0,0,2,4:53:42
0,1,0,6,4:53:48
0,0,1,6,4:53:54
0,1,0,8,4:54:02
1,0,0,4,4:54:06
0,1,0,8,4:54:14
0,0,1,7,4:54:21
0,1,0,1,4:54:22
1,0,0,3,4:54:25
0,1,0,7,4:54:32
0,0,1,4,4:54:36
0,1,0,7,4:54:43
1,0,0,6,4:54:49
0,1,0,7,4:54:56
0,0,1,7,4:55:03
0,1,0,8,4:55:11
1,0,0,2,4:55:13
0,1,0,7,4:55:20
0,0,1,3,4:55:23
0,1,0,9,4:55:32
1,0,0,7,4:55:39
0,1,0,6,4:55:45
0,0,1,8,4:55:53
0,1,0,1,4:55:54
1,0,0,1,4:55:55
0,1,0,1,4:55:56
0,0,1,6,4:56:02
0,1,0,8,4:56:10
1,0,0,7,4:56:17
0,1,0,7,4:56:24
0,0,1,4,4:56:28
0,1,1,3,4:56:31
1,0,0,1,4:56:32
0,1,0,7,4:56:39
0,0,1,9,4:56:48
0,1,0,6,4:56:54
1,0,1,3,4:56:57
0,1,0,6,4:57:03
0,0,1,3,4:57:06
0,1,0,5,4:57:11
1,0,0,5,4:57:16
0,1,0,5,4:57:21
0,0,1,1,4:57:22
0,1,0,6,4:57:28
1,0,0,2,4:57:30
0,1,0,5,4:57:35
0,0,1,4,4:57:39
0,1,0,9,4:57:48
1,0,0,4,4:57:52
0,1,0,5,4:57:57
0,0,1,1,4:57:58
0,1,0,9,4:58:07
1,0,0,7,4:58:14
0,1,0,3,4:58:17
0,0,1,6,4:58:23
0,1,0,5,4:58:28
1,0,0,9,4:58:37
0,1,0,6,4:58:43
0,0,1,1,4:58:44
0,1,0,8,4:58:52
1,0,0,9,4:59:01
0,1,0,2,4:59:03
0,0,1,3,4:59:06
1,1,0,6,4:59:12
1,0,0,1,4:59:13
0,1,0,5,4:59:18
0,0,1,7,4:59:25
0,1,0,3,4:59:28
1,0,0,1,4:59:29
0,1,0,1,4:59:30
0,0,1,7,4:59:37
0,1,0,4,4:59:41
1,0,0,4,4:59:45
0,1,0,4,4:59:49
0,1,1,8,4:59:57
0,1,0,8,5:00:05
1,1,0,9,5:00:14
0,1,0,1,5:00:15
0,0,1,9,5:00:24
0,1,0,5,5:00:29
1,0,1,8,5:00:37
0,1,0,7,5:00:44
0,0,1,1,5:00:45
0,1,0,7,5:00:52
1,0,0,1,5:00:53
0,1,0,4,5:00:57
0,0,1,1,5:00:58
0,1,0,6,5:01:04
1,0,0,7,5:01:11
0,1,0,6,5:01:17
0,0,1,8,5:01:25
0,1,0,9,5:01:34
1,0,0,8,5:01:42
0,1,0,5,5:01:47
0,0,1,5,5:01:52
0,1,0,8,5:02:00
1,0,0,2,5:02:02
0,1,0,9,5:02:11
0,0,1,8,5:02:19
0,1,0,8,5:02:27
1,0,0,1,5:02:28
0,1,0,5,5:02:33
0,0,1,7,5:02:40
0,1,0,9,5:02:49
1,0,0,1,5:02:50
0,1,0,9,5:02:59
0,0,1,8,5:03:07
0,1,0,3,5:03:10
1,0,1,7,5:03:17
0,1,0,8,5:03:25
0,0,1,7,5:03:32
0,1,0,9,5:03:41
1,0,0,7,5:03:48
0,1,0,5,5:03:53
0,0,1,1,5:03:54
0,1,0,6,5:04:00
1,0,1,1,5:04:01
0,1,0,1,5:04:02
0,0,1,5,5:04:07
0,1,0,4,5:04:11
1,0,0,4,5:04:15
0,1,0,7,5:04:22
0,0,1,3,5:04:25
0,1,0,2,5:04:27
1,0,1,6,5:04:33
0,1,0,2,5:04:35
0,0,1,4,5:04:39
0,1,0,5,5:04:44
1,0,0,1,5:04:45
0,1,0,3,5:04:48
0,0,1,7,5:04:55
0,1,0,9,5:05:04
1,0,0,6,5:05:10
0,1,0,6,5:05:16
0,0,1,4,5:05:20
0,1,0,4,5:05:24
1,0,0,3,5:05:27
0,1,0,7,5:05:34
0,0,1,6,5:05:40
0,1,0,6,5:05:46
1,0,0,7,5:05:53
0,1,0,5,5:05:58
0,0,1,2,5:06:00
0,1,0,3,5:06:03
1,0,0,4,5:06:07
0,1,0,5,5:06:12
0,0,1,8,5:06:20
0,1,0,3,5:06:23
1,0,0,8,5:06:31
0,1,0,7,5:06:38
0,1,1,4,5:06:42
0,1,0,1,5:06:43
1,0,0,4,5:06:47
0,1,0,8,5:06:55
0,0,1,5,5:07:00
0,1,0,3,5:07:03
1,0,0,7,5:07:10
0,1,0,8,5:07:18
0,0,1,1,5:07:19
0,1,0,9,5:07:28
1,0,0,6,5:07:34
0,1,0,1,5:07:35
0,0,1,9,5:07:44
0,1,0,6,5:07:50
1,0,0,4,5:07:54
0,1,0,3,5:07:57
0,0,1,4,5:08:01
0,1,0,5,5:08:06
1,0,0,3,5:08:09
0,1,0,9,5:08:18
0,0,1,6,5:08:24
0,1,0,3,5:08:27
1,0,0,2,5:08:29
0,1,0,8,5:08:37
0,0,1,4,5:08:41
0,1,0,8,5:08:49
1,0,0,5,5:08:54
0,1,0,8,5:09:02
0,0,1,7,5:09:09
0,1,0,5,5:09:14
1,1,0,8,5:09:22
0,1,0,8,5:09:30
0,0,1,1,5:09:31
0,1,0,2,5:09:33
1,0,0,5,5:09:38
0,1,0,3,5:09:41
0,0,1,9,5:09:50
0,1,0,1,5:09:51
1,0,0,4,5:09:55
0,1,0,2,5:09:57
0,0,1,5,5:10:02
0,1,0,5,5:10:07
1,0,0,4,5:10:11
0,1,0,7,5:10:18
0,0,1,5,5:10:23
0,1,0,3,5:10:26
1,0,0,2,5:10:28
0,1,0,7,5:10:35
0,0,1,7,5:10:42
0,1,0,4,5:10:46
1,0,0,8,5:10:54
0,1,0,6,5:11:00
0,0,1,1,5:11:01
0,1,0,4,5:11:05
1,0,0,2,5:11:07
0,1,0,1,5:11:08
0,0,1,7,5:11:15
0,1,0,9,5:11:24
1,0,0,2,5:11:26
0,1,0,7,5:11:33
0,0,1,3,5:11:36
0,1,0,6,5:11:42
1,0,0,1,5:11:43
0,1,0,4,5:11:47
0,0,1,9,5:11:56
0,1,0,9,5:12:05
1,0,1,1,5:12:06
0,1,0,9,5:12:15
0,0,1,6,5:12:21
0,1,0,2,5:12:23
1,0,0,6,5:12:29
0,1,0,2,5:12:31
0,0,1,6,5:12:37
0,1,0,5,5:12:42
1,0,0,8,5:12:50
0,1,0,1,5:12:51
0,0,1,3,5:12:54
0,1,0,6,5:13:00
1,0,0,3,5:13:03
0,1,0,7,5:13:10
0,0,1,6,5:13:16
0,1,0,2,5:13:18
1,0,0,2,5:13:20
0,1,0,7,5:13:27
0,0,1,2,5:13:29
1,1,0,5,5:13:34
1,0,0,1,5:13:35
0,1,0,9,5:13:44
0,0,1,7,5:13:51
0,1,0,9,5:14:00
1,0,0,7,5:14:07
0,1,0,7,5:14:14
0,0,1,9,5:14:23
0,1,0,1,5:14:24
1,0,0,8,5:14:32
0,1,0,9,5:14:41
0,0,1,2,5:14:43
1,1,0,8,5:14:51
1,0,0,7,5:14:58
0,1,0,1,5:14:59
0,0,1,2,5:15:01
0,1,1,1,5:15:02
1,0,0,6,5:15:08
0,1,0,5,5:15:13
0,0,1,8,5:15:21
0,1,0,8,5:15:29
1,0,0,2,5:15:31
0,1,0,2,5:15:33
0,0,1,3,5:15:36
0,1,0,3,5:15:39
1,0,0,5,5:15:44
0,1,0,9,5:15:53
0,0,1,1,5:15:54
0,1,0,8,5:16:02
1,0,0,4,5:16:06
0,1,0,3,5:16:09
0,0,1,7,5:16:16
0,1,0,8,5:16:24
1,0,0,8,5:16:32
0,1,0,3,5:16:35
0,0,1,6,5:16:41
0,1,0,6,5:16:47
1,1,0,4,5:16:51
0,1,0,3,5:16:54
0,0,1,2,5:16:56
0,1,0,4,5:17:00
1,0,0,8,5:17:08
0,1,0,2,5:17:10
0,0,1,8,5:17:18
0,1,0,5,5:17:23
1,0,0,6,5:17:29
1,1,0,1,5:17:30
0,0,1,1,5:17:31
0,1,0,8,5:17:39
1,0,0,6,5:17:45
0,1,0,1,5:17:46
0,0,1,6,5:17:52
0,1,0,7,5:17:59
1,0,0,4,5:18:03
0,1,0,8,5:18:11
0,0,1,6,5:18:17
0,1,0,9,5:18:26
1,0,0,5,5:18:31
0,1,0,5,5:18:36
0,0,1,4,5:18:40
0,1,0,1,5:18:41
1,0,0,7,5:18:48
0,1,0,1,5:18:49
0,0,1,3,5:18:52
0,1,0,9,5:19:01
1,0,0,5,5:19:06
0,1,0,4,5:19:10
0,0,1,1,5:19:11
0,1,0,2,5:19:13
1,0,0,7,5:19:20
0,1,0,3,5:19:23
0,0,1,1,5:19:24
0,1,0,3,5:19:27
1,0,0,6,5:19:33
0,1,0,9,5:19:42
0,0,1,5,5:19:47
0,1,0,1,5:19:48
1,0,0,2,5:19:50
0,1,0,5,5:19:55
0,0,1,4,5:19:59
0,1,0,9,5:20:08
1,0,0,3,5:20:11
0,1,0,4,5:20:15
0,0,1,9,5:20:24
0,1,0,2,5:20:26
1,0,0,8,5:20:34
0,1,0,3,5:20:37
0,1,1,3,5:20:40
0,1,0,5,5:20:45
1,0,1,7,5:20:52
0,1,0,3,5:20:55
0,0,1,4,5:20:59
0,1,0,8,5:21:07
1,0,0,1,5:21:08
0,1,0,4,5:21:12
0,0,1,8,5:21:20
0,1,0,7,5:21:27
1,0,0,2,5:21:29
0,1,0,6,5:21:35
0,0,1,7,5:21:42
0,1,0,5,5:21:47
1,0,0,3,5:21:50
0,1,0,7,5:21:57
0,0,1,9,5:22:06
0,1,0,2,5:22:08
1,0,0,4,5:22:12
0,1,0,3,5:22:15
0,0,1,4,5:22:19
0,1,0,3,5:22:22
1,0,0,7,5:22:29
0,1,0,1,5:22:30
0,0,1,8,5:22:38
0,1,0,4,5:22:42
1,0,0,6,5:22:48
0,1,0,2,5:22:50
0,0,1,7,5:22:57
0,1,0,3,5:23:00
1,0,0,5,5:23:05
0,1,0,5,5:23:10
0,0,1,4,5:23:14
0,1,0,6,5:23:20
1,0,0,9,5:23:29
0,1,0,4,5:23:33
0,0,1,5,5:23:38
0,1,0,3,5:23:41
1,0,0,4,5:23:45
0,1,0,5,5:23:50
0,0,1,1,5:23:51
0,1,0,9,5:24:00
1,0,0,4,5:24:04
0,1,0,3,5:24:07
0,0,1,1,5:24:08
0,1,0,8,5:24:16
1,0,0,9,5:24:25
0,1,0,5,5:24:30
0,0,1,9,5:24:39
0,1,0,1,5:24:40
1,0,0,2,5:24:42
0,1,1,7,5:24:49
0,0,1,8,5:24:57
0,1,0,2,5:24:59
1,0,0,9,5:25:08
0,1,0,5,5:25:13
0,0,1,5,5:25:18
0,1,0,3,5:25:21
1,0,0,8,5:25:29
0,1,0,3,5:25:32
0,0,1,4,5:25:36
0,1,0,3,5:25:39
1,0,0,4,5:25:43
0,1,0,6,5:25:49
0,0,1,4,5:25:53
0,1,0,5,5:25:58
1,0,0,5,5:26:03
0,1,0,3,5:26:06
0,0,1,5,5:26:11
0,1,0,3,5:26:14
1,0,0,8,5:26:22
0,1,0,1,5:26:23
0,0,1,9,5:26:32
0,1,0,5,5:26:37
1,0,0,5,5:26:42
0,1,0,1,5:26:43
0,0,1,5,5:26:48
0,1,0,1,5:26:49
1,0,0,2,5:26:51
0,1,0,6,5:26:57
0,0,1,3,5:27:00
0,1,0,3,5:27:03
1,0,0,6,5:27:09
0,1,0,8,5:27:17
0,0,1,6,5:27:23
0,1,0,2,5:27:25
1,0,0,2,5:27:27
1,1,0,3,5:27:30
0,0,1,6,5:27:36
0,1,0,2,5:27:38
1,0,0,2,5:27:40
0,1,0,4,5:27:44
0,0,1,6,5:27:50
0,1,0,5,5:27:55
1,0,0,9,5:28:04
0,1,0,2,5:28:06
0,0,1,9,5:28:15
0,1,0,6,5:28:21
1,0,0,2,5:28:23
0,1,0,7,5:28:30
0,0,1,9,5:28:39
0,1,0,1,5:28:40
1,0,0,4,5:28:44
0,1,0,3,5:28:47
0,0,1,6,5:28:53
0,1,0,7,5:29:00
1,0,0,9,5:29:09
0,1,0,6,5:29:15
0,0,1,1,5:29:16
0,1,1,8,5:29:24
1,0,0,5,5:29:29
1,1,0,9,5:29:38
0,0,1,9,5:29:47
0,1,0,1,5:29:48
1,0,0,4,5:29:52
0,1,0,8,5:30:00
1,0,1,4,5:30:04
0,1,0,1,5:30:05
1,0,0,8,5:30:13
0,1,0,2,5:30:15
0,0,1,8,5:30:23
0,1,0,8,5:30:31
1,0,0,6,5:30:37
0,1,0,2,5:30:39
0,0,1,4,5:30:43
0,1,0,4,5:30:47
1,0,0,1,5:30:48
0,1,0,6,5:30:54
0,0,1,5,5:30:59
0,1,0,7,5:31:06
1,0,0,2,5:31:08
0,1,0,9,5:31:17
0,0,1,7,5:31:24
0,1,0,6,5:31:30
1,0,0,7,5:31:37
0,1,0,5,5:31:42
0,0,1,1,5:31:43
0,1,1,6,5:31:49
1,0,0,7,5:31:56
0,1,0,8,5:32:04
0,0,1,5,5:32:09
0,1,0,6,5:32:15
1,0,0,2,5:32:17
0,1,0,9,5:32:26
0,0,1,7,5:32:33
0,1,0,3,5:32:36
1,0,0,1,5:32:37
0,1,0,7,5:32:44
0,0,1,2,5:32:46
0,1,0,1,5:32:47
1,0,0,1,5:32:48
0,1,0,6,5:32:54
0,0,1,1,5:32:55
0,1,0,6,5:33:01
1,0,0,2,5:33:03
0,1,0,1,5:33:04
0,0,1,2,5:33:06
0,1,0,6,5:33:12
1,0,0,3,5:33:15
0,1,0,1,5:33:16
0,0,1,3,5:33:19
0,1,0,8,5:33:27
1,0,0,4,5:33:31
0,1,0,1,5:33:32
0,0,1,2,5:33:34
0,1,0,8,5:33:42
1,0,0,2,5:33:44
0,1,0,5,5:33:49
0,0,1,3,5:33:52
0,1,0,1,5:33:53
1,0,0,1,5:33:54
0,1,0,8,5:34:02
0,1,1,9,5:34:11
0,1,0,1,5:34:12
1,0,0,3,5:34:15
0,1,0,8,5:34:23
0,0,1,8,5:34:31
0,1,0,7,5:34:38
1,0,0,4,5:34:42
0,1,0,3,5:34:45
0,1,1,3,5:34:48
0,1,0,4,5:34:52
1,0,0,2,5:34:54
0,1,0,9,5:35:03
0,0,1,2,5:35:05
0,1,0,3,5:35:08
1,0,0,2,5:35:10
0,1,0,2,5:35:12
0,0,1,4,5:35:16
0,1,0,4,5:35:20
1,0,0,3,5:35:23
0,1,0,3,5:35:26
0,0,1,5,5:35:31
0,1,0,8,5:35:39
1,0,0,4,5:35:43
0,1,0,5,5:35:48
0,0,1,3,5:35:51
0,1,1,6,5:35:57
1,0,0,3,5:36:00
0,1,0,2,5:36:02
0,0,1,3,5:36:05
0,1,0,6,5:36:11
1,0,0,9,5:36:20
0,1,0,2,5:36:22
0,0,1,6,5:36:28
0,1,0,5,5:36:33
1,0,0,6,5:36:39
0,1,0,8,5:36:47
0,0,1,5,5:36:52
0,1,0,2,5:36:54
1,0,0,3,5:36:57
0,1,0,2,5:36:59
0,0,1,6,5:37:05
0,1,1,1,5:37:06
1,0,0,8,5:37:14
0,1,0,3,5:37:17
0,0,1,6,5:37:23
0,1,0,5,5:37:28
1,0,0,9,5:37:37
0,1,0,2,5:37:39
0,0,1,5,5:37:44
0,1,0,1,5:37:45
1,0,0,1,5:37:46
0,1,0,6,5:37:52
0,0,1,6,5:37:58
0,1,0,3,5:38:01
1,0,0,7,5:38:08
0,1,0,6,5:38:14
0,0,1,8,5:38:22
0,1,0,7,5:38:29
1,0,0,7,5:38:36
0,1,0,6,5:38:42
0,0,1,6,5:38:48
0,1,0,4,5:38:52
1,0,0,4,5:38:56
0,1,0,4,5:39:00
0,0,1,9,5:39:09
0,1,0,6,5:39:15
1,0,0,4,5:39:19
0,1,0,1,5:39:20
0,0,1,2,5:39:22
0,1,0,9,5:39:31
1,0,0,9,5:39:40
1,1,0,6,5:39:46
0,0,1,5,5:39:51
0,1,1,6,5:39:57
1,0,0,3,5:40:00
0,1,0,9,5:40:09
0,0,1,5,5:40:14
0,1,0,4,5:40:18
1,0,0,6,5:40:24
0,1,0,5,5:40:29
0,0,1,5,5:40:34
0,1,0,8,5:40:42
1,0,0,8,5:40:50
0,1,0,2,5:40:52
0,0,1,3,5:40:55
0,1,0,2,5:40:57
1,0,0,8,5:41:05
0,1,0,9,5:41:14
1,0,1,1,5:41:15
0,1,0,8,5:41:23
1,0,0,2,5:41:25
0,1,0,9,5:41:34
0,0,1,2,5:41:36
0,1,0,1,5:41:37
1,0,0,9,5:41:46
0,1,0,8,5:41:54
0,0,1,4,5:41:58
0,1,0,4,5:42:02
1,0,0,6,5:42:08
0,1,0,8,5:42:16
0,0,1,8,5:42:24
0,1,0,9,5:42:33
1,0,0,4,5:42:37
0,1,0,2,5:42:39
0,0,1,8,5:42:47
0,1,0,8,5:42:55
1,0,0,1,5:42:56
0,1,0,5,5:43:01
0,0,1,4,5:43:05
0,1,0,6,5:43:11
1,0,0,8,5:43:19
0,1,0,2,5:43:21
0,0,1,5,5:43:26
0,1,0,4,5:43:30
1,0,0,9,5:43:39
0,1,0,4,5:43:43
0,0,1,8,5:43:51
0,1,0,1,5:43:52
1,0,0,6,5:43:58
0,1,0,6,5:44:04
0,0,1,9,5:44:13
0,1,0,6,5:44:19
1,0,0,3,5:44:22
0,1,0,5,5:44:27
1,0,1,2,5:44:29
0,1,0,2,5:44:31
1,0,0,4,5:44:35
0,1,0,1,5:44:36
0,0,1,4,5:44:40
0,1,0,2,5:44:42
1,0,0,7,5:44:49
0,1,0,8,5:44:57
0,0,1,6,5:45:03
0,1,0,2,5:45:05
1,0,0,4,5:45:09
0,1,0,2,5:45:11
0,0,1,8,5:45:19
0,1,1,6,5:45:25
1,0,0,2,5:45:27
0,1,0,3,5:45:30
0,0,1,8,5:45:38
0,1,0,5,5:45:43
1,0,0,5,5:45:48
0,1,0,7,5:45:55
0,0,1,6,5:46:01
0,1,0,1,5:46:02
1,0,0,6,5:46:08
0,1,0,4,5:46:12
0,0,1,8,5:46:20
0,1,0,7,5:46:27
1,0,0,4,5:46:31
0,1,0,5,5:46:36
0,0,1,9,5:46:45
0,1,0,5,5:46:50
1,0,0,5,5:46:55
0,1,0,2,5:46:57
0,0,1,5,5:47:02
0,1,0,6,5:47:08
1,0,0,5,5:47:13
0,1,0,7,5:47:20
0,0,1,9,5:47:29
1,1,0,9,5:47:38
1,0,0,3,5:47:41
0,1,0,2,5:47:43
0,0,1,4,5:47:47
0,1,0,7,5:47:54
1,0,0,4,5:47:58
1,1,0,1,5:47:59
0,0,1,6,5:48:05
0,1,0,7,5:48:12
1,0,0,9,5:48:21
0,1,0,8,5:48:29
0,0,1,4,5:48:33
0,1,0,6,5:48:39
1,0,0,4,5:48:43
0,1,0,8,5:48:51
0,0,1,2,5:48:53
0,1,0,7,5:49:00
1,0,0,1,5:49:01
0,1,0,9,5:49:10
0,0,1,6,5:49:16
0,1,0,7,5:49:23
1,0,0,5,5:49:28
0,1,0,1,5:49:29
0,0,1,3,5:49:32
0,1,0,2,5:49:34
1,0,0,6,5:49:40
0,1,0,1,5:49:41
0,0,1,3,5:49:44
0,1,0,2,5:49:46
1,0,0,2,5:49:48
0,1,0,3,5:49:51
0,0,1,5,5:49:56
0,1,0,1,5:49:57
1,0,0,4,5:50:01
0,1,0,1,5:50:02
0,0,1,8,5:50:10
0,1,0,2,5:50:12
1,0,0,2,5:50:14
0,1,0,9,5:50:23
0,0,1,2,5:50:25
0,1,0,3,5:50:28
1,0,0,7,5:50:35
0,1,0,6,5:50:41
0,0,1,2,5:50:43
0,1,0,1,5:50:44
1,1,0,8,5:50:52
0,1,0,4,5:50:56
0,0,1,6,5:51:02
0,1,0,6,5:51:08
1,0,0,7,5:51:15
0,1,0,9,5:51:24
0,0,1,7,5:51:31
0,1,0,3,5:51:34
1,0,0,4,5:51:38
0,1,0,2,5:51:40
0,0,1,1,5:51:41
0,1,0,1,5:51:42
1,0,0,3,5:51:45
0,1,0,8,5:51:53
0,0,1,1,5:51:54
0,1,0,9,5:52:03
1,0,1,3,5:52:06
0,1,0,9,5:52:15
0,0,1,6,5:52:21
0,1,0,3,5:52:24
1,0,0,6,5:52:30
0,1,0,5,5:52:35
0,1,1,7,5:52:42
0,1,0,1,5:52:43
1,0,0,6,5:52:49
0,1,0,6,5:52:55
0,0,1,8,5:53:03
0,1,0,8,5:53:11
1,0,0,2,5:53:13
0,1,0,2,5:53:15
0,0,1,9,5:53:24
0,1,0,4,5:53:28
1,0,0,8,5:53:36
0,1,0,1,5:53:37
0,0,1,4,5:53:41
0,1,0,4,5:53:45
1,0,0,7,5:53:52
0,1,0,9,5:54:01
0,0,1,5,5:54:06
0,1,0,4,5:54:10
1,0,0,1,5:54:11
0,1,0,9,5:54:20
0,0,1,7,5:54:27
0,1,0,1,5:54:28
1,0,0,1,5:54:29
0,1,0,9,5:54:38
0,0,1,1,5:54:39
0,1,0,3,5:54:42
1,0,0,7,5:54:49
0,1,0,8,5:54:57
0,0,1,6,5:55:03
0,1,0,4,5:55:07
1,0,0,1,5:55:08
0,1,0,9,5:55:17
0,0,1,3,5:55:20
0,1,0,7,5:55:27
1,0,0,5,5:55:32
0,1,0,3,5:55:35
0,0,1,4,5:55:39
1,1,0,7,5:55:46
1,0,0,3,5:55:49
0,1,0,5,5:55:54
0,0,1,1,5:55:55
0,1,0,9,5:56:04
1,0,0,8,5:56:12
0,1,0,4,5:56:16
0,0,1,4,5:56:20
0,1,0,7,5:56:27
1,0,0,1,5:56:28
0,1,0,4,5:56:32
0,0,1,2,5:56:34
0,1,0,9,5:56:43
1,0,0,8,5:56:51
0,1,0,9,5:57:00
0,0,1,7,5:57:07
0,1,0,1,5:57:08
1,0,0,6,5:57:14
0,1,0,3,5:57:17
0,0,1,2,5:57:19
0,1,0,7,5:57:26
1,0,0,4,5:57:30
0,1,0,4,5:57:34
0,0,1,2,5:57:36
0,1,0,2,5:57:38
1,0,0,1,5:57:39
0,1,0,9,5:57:48
0,0,1,6,5:57:54
0,1,0,7,5:58:01
1,0,0,3,5:58:04
0,1,0,8,5:58:12
0,0,1,8,5:58:20
0,1,0,7,5:58:27
1,0,0,4,5:58:31
0,1,0,4,5:58:35
0,0,1,6,5:58:41
0,1,0,8,5:58:49
1,0,0,4,5:58:53
0,1,1,9,5:59:02
1,0,1,7,5:59:09
0,1,0,8,5:59:17
1,0,0,6,5:59:23
0,1,0,7,5:59:30
0,0,1,8,5:59:38
0,1,0,8,5:59:46
1,0,0,4,5:59:50
0,1,0,5,5:59:55
0,0,1,7,6:00:02
0,1,0,5,6:00:07
1,0,0,3,6:00:10
0,1,0,9,6:00:19
0,0,1,4,6:00:23
0,1,0,5,6:00:28
1,0,0,7,6:00:35
0,1,0,9,6:00:44
0,0,1,7,6:00:51
0,1,0,1,6:00:52
1,0,0,4,6:00:56
0,1,0,7,6:01:03
1,0,1,4,6:01:07
0,1,0,8,6:01:15
1,0,0,9,6:01:24
0,1,0,1,6:01:25
0,0,1,1,6:01:26
0,1,0,3,6:01:29
1,0,0,4,6:01:33
0,1,0,5,6:01:38
0,0,1,6,6:01:44
0,1,0,8,6:01:52
1,0,0,7,6:01:59
0,1,0,9,6:02:08
0,0,1,8,6:02:16
0,1,1,1,6:02:17
1,0,0,8,6:02:25
0,1,0,1,6:02:26
0,0,1,5,6:02:31
0,1,0,1,6:02:32
1,0,0,4,6:02:36
0,1,0,6,6:02:42
0,0,1,3,6:02:45
0,1,0,3,6:02:48
1,0,0,9,6:02:57
0,1,0,7,6:03:04
0,0,1,2,6:03:06
0,1,0,2,6:03:08
1,0,0,7,6:03:15
0,1,0,4,6:03:19
0,0,1,2,6:03:21
0,1,0,6,6:03:27
1,0,0,1,6:03:28
0,1,0,6,6:03:34
0,0,1,7,6:03:41
0,1,0,8,6:03:49
1,0,0,2,6:03:51
0,1,0,8,6:03:59
0,0,1,2,6:04:01
0,1,0,5,6:04:06
1,0,0,3,6:04:09
0,1,0,3,6:04:12
0,0,1,9,6:04:21
0,1,0,7,6:04:28
1,0,0,4,6:04:32
0,1,0,6,6:04:38
0,0,1,9,6:04:47
0,1,0,1,6:04:48
1,0,0,7,6:04:55
0,1,0,6,6:05:01
0,0,1,5,6:05:06
0,1,0,2,6:05:08
1,0,0,2,6:05:10
0,1,1,9,6:05:19
0,0,1,1,6:05:20
0,1,0,9,6:05:29
1,0,0,4,6:05:33
0,1,0,7,6:05:40
0,0,1,4,6:05:44
0,1,0,7,6:05:51
1,0,0,4,6:05:55
0,1,0,2,6:05:57
0,0,1,4,6:06:01
0,1,0,8,6:06:09
1,0,0,7,6:06:16
0,1,0,8,6:06:24
0,0,1,1,6:06:25
0,1,0,5,6:06:30
1,0,0,4,6:06:34
0,1,0,9,6:06:43
0,0,1,6,6:06:49
0,1,0,2,6:06:51
1,0,0,1,6:06:52
0,1,0,2,6:06:54
0,0,1,2,6:06:56
0,1,0,1,6:06:57
1,0,0,4,6:07:01
0,1,0,4,6:07:05
0,0,1,2,6:07:07
0,1,0,6,6:07:13
1,0,0,7,6:07:20
0,1,0,2,6:07:22
0,0,1,5,6:07:27
0,1,0,1,6:07:28
1,0,0,3,6:07:31
0,1,0,1,6:07:32
0,0,1,7,6:07:39
0,1,0,8,6:07:47
1,0,0,6,6:07:53
0,1,0,6,6:07:59
0,0,1,6,6:08:05
0,1,0,9,6:08:14
1,0,0,4,6:08:18
0,1,0,1,6:08:19
0,0,1,3,6:08:22
0,1,0,5,6:08:27
1,0,0,5,6:08:32
0,1,0,7,6:08:39
0,0,1,2,6:08:41
0,1,0,5,6:08:46
1,0,0,2,6:08:48
0,1,0,1,6:08:49
0,0,1,9,6:08:58
0,1,0,5,6:09:03
1,0,0,2,6:09:05
0,1,0,1,6:09:06
0,0,1,5,6:09:11
0,1,0,9,6:09:20
1,0,0,4,6:09:24
0,1,0,8,6:09:32
0,0,1,8,6:09:40
0,1,0,9,6:09:49
1,0,0,4,6:09:53
0,1,0,6,6:09:59
0,0,1,8,6:10:07
0,1,0,2,6:10:09
1,0,0,5,6:10:14
0,1,0,5,6:10:19
0,0,1,1,6:10:20
0,1,0,7,6:10:27
1,0,0,6,6:10:33
0,1,0,8,6:10:41
0,0,1,7,6:10:48
0,1,0,3,6:10:51
